,tokenids,sentences,targets
1074,17223,"""`` but she might be trained out of that . And there 's nothing rude or slangy in what she does say . She 's ladylike . It 's likely her people were nice folks . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1075,70905,"""`` Best Vanilla . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1076,2325,"""`` Well , we 've been thinking about it for some time -- all winter in fact , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1077,61740,"""`` Far Above the Gentle Daisies '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1078,110103,"""`` Has n't it been a perfectly splendid time ? '' "", ","71,Jane,21,Jane Andrews,
"
1079,41169,"""`` Why , you said you 'd keep me here until I confessed , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1080,67250,"""`` Well , so nothing caught you ? '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1081,88272,"""`` because I thought it was part of my punishment and I ought to bear it patiently . It 's hard to be told you look like a scarecrow and I wanted to say something back . But I did n't . I just swept her one scornful look and then I forgave her . It makes you feel very virtuous when you forgive people , does n't it ? I mean to devote all my energies to being good after this and I shall never try to be beautiful again . Of course it 's better to be good . I know it is , but it 's sometimes so hard to believe a thing even when you know it . I do really want to be good , Marilla , like you and Mrs. Allan and Miss Stacy , and grow up to be a credit to you . Diana says when my hair begins to grow to tie a black velvet ribbon around my head with a bow at one side . She says she thinks it will be very becoming . I will call it a snood -- that sounds so romantic . But am I talking too much , Marilla ? Does it hurt your head ? '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1082,76686,"""`` but I wo n't be able to do it so well , I know . It wo n't be so exciting as it is when you have a whole schoolful before you hanging breathlessly on your words . I know I wo n't be able to make your blood run cold . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1083,102233,"""`` Hills peeped o'er hill and Alps on Alps arose . '' "", ","63,Miss Stacy,1,Stacy,
"
1084,101446,"""`` Marilla , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1085,123934,"""`` I want to thank you for giving up the school for me . It was very good of you -- and I want you to know that I appreciate it . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1086,1359,"""`` It 's no wonder Matthew and Marilla are both a little odd , living away back here by themselves . Trees are n't much company , though dear knows if they were there 'd be enough of them . I 'd ruther look at people . To be sure , they seem contented enough ; but then , I suppose , they 're used to it . A body can get used to anything , even to being hanged , as the Irishman said . '' "", ","130,Mrs. Lynde,58,Mrs. Rachel,17,Rachel,12,Mrs. Rachel Lynde,5,Rachel Lynde,3,Lynde,1,MRS. Rachel Lynde,
"
1087,34884,"""`` It ought to be over running water . We 'll just imagine this path is running water . I 'll repeat the oath first . I solemnly swear to be faithful to my bosom friend , Diana Barry , as long as the sun and moon shall endure . Now you say it and put my name in . '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
1088,7244,"""`` Well now , no , I have n't , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
1089,48385,"""`` Messy things , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1090,14807,"""`` I suppose I can have the mare and buggy this afternoon , Matthew ? '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1091,82816,"""`` licked '' "", ","17,Moody Spurgeon,3,Moody Spurgeon MacPherson,
"
1092,89399,"""`` Ruby , you must be King Arthur and Jane will be Guinevere and Diana must be Lancelot . But first you must be the brothers and the father . We ca n't have the old dumb servitor because there is n't room for two in the flat when one is lying down . We must pall the barge all its length in blackest samite . That old black shawl of your mother 's will be just the thing , Diana . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1093,35512,"""`` I heard you say you liked chocolate sweeties , so I got you some , '' "", ","23,Carmody,
"
1094,93788,"""`` Velvet carpet , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1095,83344,"""`` In four more years we 'll be able to put our hair up , '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
1096,68771,"""`` Mrs. Allan is perfectly lovely , '' "", ","62,Mrs. Allan,
"
1097,10913,"""`` I 've never been in the depths of despair , so I ca n't say , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1098,29116,"""`` Marilla '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1099,25460,"""`` June bells , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1100,44009,"""`` You 'll have Gilbert in your class after this , '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
1101,100485,"""`` and she 's real steady and reliable now . I used to be afraid she 'd never get over her featherbrained ways , but she has and I would n't be afraid to trust her in anything now . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1102,23699,"""`` Diana is a very pretty little girl . She has black eyes and hair and rosy cheeks . And she is good and smart , which is better than being pretty . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1103,48302,"""`` Oh , Marilla , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1104,32368,"""`` Anne Shirley ! '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1105,122530,"""`` But you ca n't prevent me . I 'm sixteen and a half , ` obstinate as a mule , ' as Mrs. Lynde once told me , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1106,55941,"""`` Well now , I du n no , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
1107,45771,"""`` Master 's coming . '' "", ","2,Jimmy Glover,
"
1108,32309,"""`` Well , how did you like Sunday school ? '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1109,44926,"""`` Anne Shirley , what does this mean ? '' "", ","45,Mr. Phillips,
"
1110,56036,"""`` all right . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1111,19848,"""`` Only be as good and kind to her as you can without spoiling her . I kind of think she 's one of the sort you can do anything with if you only get her to love you . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1112,120283,"""`` Yes , indeed . I shall never forget it , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1113,62365,"""`` She 's father 's aunt and she lives in Charlottetown . She 's awfully old -- seventy anyhow -- and I do n't believe she was _ ever _ a little girl . We were expecting her out for a visit , but not so soon . She 's awfully prim and proper and she 'll scold dreadfully about this , I know . Well , we 'll have to sleep with Minnie May -- and you ca n't think how she kicks . '' "", ","36,Miss Barry,11,Josephine,5,Miss Josephine Barry,2,Barry,1,Josephine Barry,
"
1114,19416,"""`` I 'll try to do and be anything you want me , if you 'll only keep me , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1115,117724,"""`` Well now , I ca n't seem to , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
1116,27563,"""`` I do n't say that I think Mrs. Lynde was exactly right in saying what she did to you , Anne , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1117,48179,"""`` Well , Anne Shirley , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1118,22526,"""`` but then , you see , I 'd never had any practice . You could n't really expect a person to pray very well the first time she tried , could you ? I thought out a splendid prayer after I went to bed , just as I promised you I would . It was nearly as long as a minister 's and so poetical . But would you believe it ? I could n't remember one word when I woke up this morning . And I 'm afraid I 'll never be able to think out another one as good . Somehow , things never are so good when they 're thought out a second time . Have you ever noticed that ? '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1119,26427,"""`` Anne go to your room and stay there until I come up , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1120,3274,"""`` I 'd never dream of taking a girl to bring up . I wonder at Mrs. Alexander Spencer for doing it . But there , _ she _ would n't shrink from adopting a whole orphan asylum if she took it into her head . '' "", ","130,Mrs. Lynde,58,Mrs. Rachel,17,Rachel,12,Mrs. Rachel Lynde,5,Rachel Lynde,3,Lynde,1,MRS. Rachel Lynde,
"
1121,19748,"""`` but I 'll make it my business to see she 's trained to be that . And mind , Matthew , you 're not to go interfering with my methods . Perhaps an old maid does n't know much about bringing up a child , but I guess she knows more than an old bachelor . So you just leave me to manage her . When I fail it 'll be time enough to put your oar in . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1122,92691,"""`` I 'll tell you , '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
1123,32557,"""`` But he was n't talking to me , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1124,71946,"""`` spirit and fire and dew , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1125,56300,"""`` Well now , I du n no , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
1126,9633,"""`` Matthew Cuthbert , who 's that ? '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1127,105181,"""`` The girls say they know they did n't pass , but I think they did pretty well . Josie says the geometry was so easy a child of ten could do it ! Moody Spurgeon still thinks he failed in history and Charlie says he failed in algebra . But we do n't really know anything about it and wo n't until the pass list is out . That wo n't be for a fortnight . Fancy living a fortnight in such suspense ! I wish I could go to sleep and never wake up until it is over . '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
1128,13524,"""`` For pity 's sake hold your tongue , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1129,92476,"""`` I should think not , '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
1130,2070,"""`` Oh , no , I 'm quite well although I had a bad headache yesterday , '' "", ","130,Mrs. Lynde,58,Mrs. Rachel,17,Rachel,12,Mrs. Rachel Lynde,5,Rachel Lynde,3,Lynde,1,MRS. Rachel Lynde,
"
1131,27908,"""`` Perhaps your imagination will be in better working order by the morning , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1132,25718,"""`` It was too bad there was such a mistake , '' "", ","130,Mrs. Lynde,58,Mrs. Rachel,17,Rachel,12,Mrs. Rachel Lynde,5,Rachel Lynde,3,Lynde,1,MRS. Rachel Lynde,
"
1133,93733,"""`` Is n't it just like a palace ? '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
1134,53298,"""`` do you _ love _ me ? '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1135,40617,"""`` Well now , she should n't have taken the brooch , Marilla , or told stories about it , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
1136,66174,"""`` I 'll have to go around by the road , then , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1137,3154,"""`` Well , I hope it will turn out all right , '' "", ","130,Mrs. Lynde,58,Mrs. Rachel,17,Rachel,12,Mrs. Rachel Lynde,5,Rachel Lynde,3,Lynde,1,MRS. Rachel Lynde,
"
1138,36005,"""`` there 's going to be a Sunday-school picnic next week -- in Mr. Harmon Andrews 's field , right near the lake of Shining Waters . And Mrs. Superintendent Bell and Mrs. Rachel Lynde are going to make ice cream -- think of it , Marilla -- _ ice cream ! _ And , oh , Marilla , can I go to it ? '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1139,123328,"""`` I do n't feel that I ought to take it , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1140,121538,"""`` Buy it ! Buy Green Gables ? '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1141,58245,"""`` Well now , I guess you 'll manage all right , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
1142,95767,"""`` and I feel that it marks an epoch in my life . But the best of it all was the coming home . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1143,45122,"""`` Ann Shirley has a very bad temper . Ann Shirley must learn to control her temper , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1144,18073,"""`` I suppose so , '' "", ","34,Mrs. Spencer,4,Mrs. Alexander Spencer,2,Spencer,
"
1145,93797,"""`` and silk curtains ! I 've dreamed of such things , Diana . But do you know I do n't believe I feel very comfortable with them after all . There are so many things in this room and all so splendid that there is no scope for imagination . That is one consolation when you are poor -- there are so many more things you can imagine about . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1146,79139,"""`` but they 're upstairs in the lumber room . I 'll go and see . '' "", ","6,Miss Harris,
"
1147,27748,"""`` We 're not in the habit of shutting people up in dark damp dungeons , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1148,34776,"""`` Why it 's dreadfully wicked to swear , '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
1149,55269,"""`` the branches '' "", ","62,Gilbert,51,Gilbert Blythe,2,Blythe,
"
1150,95590,"""`` So you 've got back ? '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1151,51037,"""`` Let me get you a lunch anyhow , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1152,62690,"""`` It was n't Diana 's fault , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1153,40507,"""`` I could n't eat anything . My heart is broken . You 'll feel remorse of conscience someday , I expect , for breaking it , Marilla , but I forgive you . Remember when the time comes that I forgive you . But please do n't ask me to eat anything , especially boiled pork and greens . Boiled pork and greens are so unromantic when one is in affliction . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
1154,49937,"""`` I do n't believe I 'll have any just now . I do n't feel as if I wanted any after all those apples . '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
1155,21160,"""`` There , did I do all right ? '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1156,75535,"""`` Everybody has been so good and kind , Marilla , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1157,41277,"""`` Anne , you do beat all ! But I was wrong -- I see that now . I should n't have doubted your word when I 'd never known you to tell a story . Of course , it was n't right for you to confess to a thing you had n't done -- it was very wrong to do so . But I drove you to it . So if you 'll forgive me , Anne , I 'll forgive you and we 'll start square again . And now get yourself ready for the picnic . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1158,44112,"""`` I 'm glad , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1159,112714,"""`` I _ wo n't _ cry . It 's silly -- and weak -- there 's the third tear splashing down by my nose . There are more coming ! I must think of something funny to stop them . But there 's nothing funny except what is connected with Avonlea , and that only makes things worse -- four -- five -- I 'm going home next Friday , but that seems a hundred years away . Oh , Matthew is nearly home by now -- and Marilla is at the gate , looking down the lane for him -- six -- seven -- eight -- oh , there 's no use in counting them ! They 're coming in a flood presently . I ca n't cheer up -- I do n't _ want _ to cheer up . It 's nicer to be miserable ! '' "", ","40,Josie Pye,33,Josie,3,Pye,
"
1160,111161,"""`` I declare , my recitation has made you cry , Marilla , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
1161,22828,"""`` and I was just imagining I was one of them -- that I was the little girl in the blue dress , standing off by herself in the corner as if she did n't belong to anybody , like me . She looks lonely and sad , do n't you think ? I guess she had n't any father or mother of her own . But she wanted to be blessed , too , so she just crept shyly up on the outside of the crowd , hoping nobody would notice her -- except Him . I 'm sure I know just how she felt . Her heart must have beat and her hands must have got cold , like mine did when I asked you if I could stay . She was afraid He might n't notice her . But it 's likely He did , do n't you think ? I 've been trying to imagine it all out -- her edging a little nearer all the time until she was quite close to Him ; and then He would look at her and put His hand on her hair and oh , such a thrill of joy as would run over her ! But I wish the artist had n't painted Him so sorrowful looking . All His pictures are like that , if you 've noticed . But I do n't believe He could really have looked so sad or the children would have been afraid of Him . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
